"OUTCOME High/Low LC, LP, BP",Experimental Metabolic Strategy,Growth Phase,Cultivation Scale,Temperature,Light Intensity,Agitation,Photoperiods,Growth Period,CO2 Supply,Air Supply,N,P,inorganic C,organic C,Salinity,K,Ca,Fe,Co,Cu,EDTANa,Na2EDTA,EDTAFeNa,pH,Cultivation Mode,Na2MGEDTA,EDTA,Seed Metabolic Strategy,Inorganic C Source,Organic C Source,N Source,pH Control Strategy,pH Regulators,Stage Phase Strategy,Lamp Color,Culture Medium,Lamp Type,Inoculum Concentration,Chlorella Strain
LB,photoautotrophic,stationary,0.5,28,49.5,150,8,15,0,no,0.027717,0.045561,0,0,0,0.134788,0.054526,0.000011,0.00001,0.00002,0,0.0745,0,7,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,"sodium chloride, hydrogen chloride",single-stage,white,FOGG,fluorescent,0.2,Chlorella sp
HB,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,urea,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
HB,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
HB,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.003906,0,0.702043,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,potassium nitrate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,ammonium nitrate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,ammonium chloride,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
HB,mixotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.427682,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",ammonium acetate,ammonium acetate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
LB,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,ammonium sulfate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
HB,photoautotrophic,stationary,0.25,25,130,110,24,7,1,yes,0.248045,0.005434,0.282636,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,ammonium bicarbonate,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
HB,photoautotrophic,stationary,0.5,25,180,250,24,9,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,urea,initial,none,single-stage,,mBG11,LED,0.01,Chlorella sp
HB,photoautotrophic,log,0.5,25,180,250,24,4,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,urea,initial,none,dual-stage,,mBG11,LED,0.01,Chlorella sp
HB,photoautotrophic,stationary,0.5,25,180,250,24,7,1,yes,0.248064,0.005434,0.071481,0.003906,0,0.013703,0.009815,0.000642,0.00001,0.00002,0,0.001,0,8.1,batch,0,yes,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,urea,initial,none,dual-stage,,mBG11,LED,0.01,Chlorella sp
HB,photoautotrophic,stationary,2,27,360,100,24,8,0.04,yes,0.057692,0.097916,1.921417,0,0,0.154432,0.009024,0.002341,0,0.00002,0,0,0,7.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
HB,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,1.921417,0,0,0.154432,0.009024,0.002341,0,0.00002,0,0,0,8.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
HB,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,1.921417,0,0,0.154432,0.009024,0.002341,0,0.00002,0,0,0,9.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
HB,photoautotrophic,stationary,2,27,360,100,24,8,0.04,yes,0.057692,0.097916,0,0,9.47,0.154432,0.009024,0.002341,0,0.00002,0,0,0,7.5,batch,0,no,photoautotrophic,carbon dioxide,none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
HB,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,0,0,9.47,0.154432,0.009024,0.002341,0,0.00002,0,0,0,8.5,batch,0,no,photoautotrophic,carbon dioxide,none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
HB,photoautotrophic,stationary,2,27,360,100,24,6,0.04,yes,0.057692,0.097916,0,0,9.47,0.154432,0.009024,0.002341,0,0.00002,0,0,0,9.5,batch,0,no,photoautotrophic,carbon dioxide,none,sodium nitrate,constant,carbon dioxide,single-stage,purple-pink,mBM,fluorescent,0.1,Chlorella vulgaris
HB,photoautotrophic,stationary,0.6,25,400,0,24,9,2,yes,0.248045,0.006948,0.002266,0.003906,0,0.008761,0.009815,0.000642,0.00001,0.00002,0,0,0,,batch,0,no,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,fluorescent,0.01,Chlorella sorokiniana
HB,photoautotrophic,stationary,0.6,25,400,0,24,9,2,yes,0.248045,0.006948,0.002266,0.003906,60,0.008761,0.009815,0.000642,0.00001,0.00002,0,0,0,,batch,0,no,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,mBG11,fluorescent,0.01,Chlorella sorokiniana
HB,photoautotrophic,stationary,0.6,25,400,0,24,9,2,yes,0.248045,0.006948,0.002266,0.003906,60,0.008761,0.009815,0.000642,0.00001,0.00002,0,0,0,,batch,0,no,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,dual-stage,white,mBG11,fluorescent,0.01,Chlorella sorokiniana
LB,photoautotrophic,stationary,1,25,100,300,12,30,0.04,yes,0.008241,0.037269,0,0,0.025,0.279854,0.006816,0.100036,0,0.000008,0,0,0,7,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mBBM,fluorescent,0.01,Chlorella sorokiniana
LB,photoautotrophic,log,1,25,100,300,12,30,0.04,yes,0.205205,0.037269,0,0,0.025,0.279854,0.006816,0.100036,0,0.000008,0,0,0,7,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mBBM,fluorescent,0.01,Chlorella sorokiniana
"Additional Data, not used for training just third validation test",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL,photoautotrophic,stationary,1,24,108,0,16,25,0.04,yes,0.041206,0.053215,0,0,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,7.3,batch,0,yes,photoautotrophic,carbon dioxide,none,sodium nitrate,initial,none,single-stage,,BBM,fluorescent,0.1,Chlorella zachariaii
HL,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,0,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,23.38,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,3.76,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,4.91,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,6.07,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,17.61,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LL,mixotrophic,stationary,0.8,20,0,90,0,33,0.04,yes,0,0.005589,0,16.003906,0,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,heterotrophic,carbon dioxide,glucose,none,constant,phosphate,single-stage,no-color,mBG11,no-lamp,0.01,Chlorella vulgaris
LL,mixotrophic,stationary,0.8,10,0,90,0,23,0.04,yes,1.236986,0,0,10.813906,0,0,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,heterotrophic,carbon dioxide,glucose,sodium nitrate,constant,tris(hydroxymethyl)aminomethane,single-stage,no-color,mBG11,no-lamp,0.01,Chlorella vulgaris
LL,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,0.01441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HL,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,0.1441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HL,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,14.41,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
LL,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,1.441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,fructose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HL,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,1.441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HL,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,1.441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,sodium acetate,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HL,photoautotrophic,stationary,0.15,30,70,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,white,SWW,fluorescent,0.05,Chlorella vulgaris
HL,photoautotrophic,,0.15,30,140,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,white,SWW,fluorescent,0.13,Chlorella vulgaris
LL,photoautotrophic,log,0.15,30,70,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,blue,SWW,fluorescent,0.02,Chlorella vulgaris
LL,photoautotrophic,,0.15,30,140,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,blue,SWW,fluorescent,0.1,Chlorella vulgaris
HL,photoautotrophic,stationary,0.15,30,70,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,violet,SWW,fluorescent,0.02,Chlorella vulgaris
HL,photoautotrophic,stationary,0.15,30,140,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,violet,SWW,fluorescent,0.1,Chlorella vulgaris
LLP,photoautotrophic,stationary,1,24,108,0,16,25,0.04,yes,0.041206,0.053215,0,0,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,7.3,batch,0,yes,photoautotrophic,carbon dioxide,none,sodium nitrate,initial,none,single-stage,,BBM,fluorescent,0.1,Chlorella sp
LLP,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,0,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LLP,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,23.38,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LLP,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,3.76,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LLP,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,4.91,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LLP,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,6.07,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LLP,photoautotrophic,log,0.25,25,74,120,16,15,0,no,1.236986,0.005589,0,0.003906,17.61,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HLP,mixotrophic,stationary,0.8,20,0,90,0,33,0.04,yes,0,0.005589,0,16.003906,0,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,heterotrophic,carbon dioxide,glucose,none,constant,none,single-stage,no-color,mBG11,no-lamp,0.01,Chlorella vulgaris
HLP,mixotrophic,stationary,0.8,10,0,90,0,23,0.04,yes,1.236986,0,0,10.813906,0,0,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,heterotrophic,carbon dioxide,glucose,sodium nitrate,constant,none,single-stage,no-color,mBG11,no-lamp,0.01,Chlorella vulgaris
LLP,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,0.01441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HLP,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,0.1441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HLP,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,14.41,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HLP,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,1.441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,fructose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HLP,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,1.441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HLP,heterotrophic,stationary,0.15,30,0,150,0,2,0,no,0.041206,0.053215,0,1.441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,sodium acetate,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
LLP,photoautotrophic,stationary,0.15,30,70,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,white,SWW,fluorescent,0.05,Chlorella vulgaris
HLP,photoautotrophic,stationary,0.15,30,140,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,white,SWW,fluorescent,0.13,Chlorella vulgaris
LLP,photoautotrophic,log,0.15,30,70,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,blue,SWW,fluorescent,0.02,Chlorella vulgaris
LLP,photoautotrophic,,0.15,30,140,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,blue,SWW,fluorescent,0.1,Chlorella vulgaris
LLP,photoautotrophic,stationary,0.15,30,70,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,violet,SWW,fluorescent,0.02,Chlorella vulgaris
LLP,photoautotrophic,stationary,0.15,30,140,100,24,7,0,no,0.03,0.00342,0,0,0.007,0.00431,0.00144,0,0.000002,0.001975,0,0,0,,batch,0,no,photoautotrophic,none,none,ammonium chloride,initial,none,single-stage,violet,SWW,fluorescent,0.1,Chlorella vulgaris
LB,photoautotrophic,stationary,1,24,108,0,16,25.00,0.04,yes,0.041206,0.053215,0,0,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,7.3,batch,0,yes,photoautotrophic,carbon dioxide,none,sodium nitrate,initial,none,single-stage,,BBM,fluorescent,0.1,Chlorella sp
LB,photoautotrophic,log,0.25,25,74,120,16,15.00,0,no,1.236986,0.005589,0,0.003906,0,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LB,photoautotrophic,log,0.25,25,74,120,16,15.00,0,no,1.236986,0.005589,0,0.003906,23.38,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LB,photoautotrophic,log,0.25,25,74,120,16,15.00,0,no,1.236986,0.005589,0,0.003906,3.76,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LB,photoautotrophic,log,0.25,25,74,120,16,15.00,0,no,1.236986,0.005589,0,0.003906,4.91,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LB,photoautotrophic,log,0.25,25,74,120,16,15.00,0,no,1.236986,0.005589,0,0.003906,6.07,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LB,photoautotrophic,log,0.25,25,74,120,16,15.00,0,no,1.236986,0.005589,0,0.003906,17.61,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HB,mixotrophic,stationary,0.8,20,0,90,0,33.00,0.04,yes,0,0.005589,0,16.003906,0,0.014094,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,heterotrophic,carbon dioxide,glucose,none,constant,none,single-stage,no-color,mBG11,no-lamp,0.01,Chlorella vulgaris
HB,mixotrophic,stationary,0.8,10,0,90,0,23.00,0.04,yes,1.236986,0,0,10.813906,0,0,0.010006,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,heterotrophic,carbon dioxide,glucose,sodium nitrate,constant,none,single-stage,no-color,mBG11,no-lamp,0.01,Chlorella vulgaris
LB,heterotrophic,stationary,0.15,30,0,150,0,2.00,0,no,0.041206,0.053215,0,0.01441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HB,heterotrophic,stationary,0.15,30,0,150,0,2.00,0,no,0.041206,0.053215,0,0.1441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HB,heterotrophic,stationary,0.15,30,0,150,0,2.00,0,no,0.041206,0.053215,0,14.41,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HB,heterotrophic,stationary,0.15,30,0,150,0,2.00,0,no,0.041206,0.053215,0,1.441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,fructose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
HB,heterotrophic,stationary,0.15,30,0,150,0,2.00,0,no,0.041206,0.053215,0,1.441,0.025,0.083952,0.000682,0.001,0.000106,0.0004,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,BBM,no-lamp,0.01,Chlorella sorokiniana
